Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,"8,532",600,"56,311",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,"9,154",600,"60,414",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,"20,161",600,"133,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,"68,046",600,"394,023",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,"226,156","7,500","1,670,692","7,500",0,4,"10,416","3,327",0,0,"1,012",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,"490,720","7,500","3,731,975","7,500",0,102,"23,721","10,383",263,0,"1,851",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,"756,439","7,500","5,049,909","7,500",0,117,"36,135","11,853",357,0,"3,222",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,"759,735","7,500","5,159,613","7,500",0,242,"39,093","11,637",396,0,"3,806",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,"603,273","7,500","3,807,421","7,500",0,500,"22,425","15,174",185,0,"1,393",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,"436,194","6,000","2,778,987","6,000",0,125,"9,195","5,322",83,0,390,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,"46,011",600,"276,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,"12,865",600,"77,191",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,1,"21,499",0,"66,975",0,0,0,48,55,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,2,"30,239",0,"90,766",0,0,0,0,0,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,3,"132,191",0,"432,543",0,0,0,578,451,64,0,406,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,4,"168,788",0,"610,290",0,0,0,"1,612","2,130",46,0,542,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,5,"217,474",0,"763,628",0,0,0,"1,720","2,271",64,0,579,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,6,"225,206",0,"792,881",0,0,0,"2,754","1,828",59,0,245,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,7,"208,993",0,"753,288",0,0,0,"2,916","1,855",23,0,469,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,8,"184,890",0,"652,632",0,0,0,"2,025","1,704",47,0,306,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,9,"207,857",0,"729,850",0,0,0,"2,128","1,650",28,0,623,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,10,"149,764",0,"589,552",0,0,0,"2,340","2,371",45,0,"1,088",Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,11,"73,420",0,"297,890",0,0,0,"1,121","1,745",25,0,344,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,12,"39,381",0,"132,524",0,0,0,281,230,2,0,86,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Badlands NP,BADL,National Park,Midwest ,SD,2019,1,"8,981","2,066","35,049","2,066",0,0,0,0,2,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,2,"8,059","1,976","31,431","1,976",0,0,0,0,0,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,3,"16,517","2,486","64,646","2,486",0,8,7,2,2,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,4,"25,083","3,070","102,577","3,070",107,155,56,12,66,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,5,"71,885","6,280","314,923","6,280",813,"1,306",277,77,408,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,6,"201,516","7,780","869,840","7,780","1,375","4,118",755,166,580,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,7,"250,898","8,230","1,086,274","8,230","1,642","5,740",868,221,510,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,8,"207,743","8,530","905,202","8,530","1,401","4,865","1,014",181,456,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,9,"118,262","6,806","516,805","6,806","1,003","2,707",398,196,328,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,10,"37,727","4,030","170,714","4,030",751,911,107,67,129,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,11,"15,450","2,530","60,555","2,530",0,8,5,7,5,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,12,"8,877","2,200","34,777","2,200",0,2,3,1,7,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2019,"970,998","55,984","4,192,793","27,992","7,092","19,820","3,490",930,"2,493",0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,1,"29,318",197,"524,564",197,"4,440","1,379",159,403,422,0,395,Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,2,"43,129",197,"1,042,717",197,"4,068","1,222","4,304","5,172","2,587",0,"4,529",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,3,"83,826",197,"1,860,025",197,"5,193","1,543","9,319","6,184","5,987",0,"7,362",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,4,"49,312",197,"1,217,304",197,"4,180","1,271","8,628","4,572","2,317",0,"5,097",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,5,"37,411",197,"807,515",197,"4,586","1,185","4,672",874,"1,136",0,"2,488",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,6,"21,228",197,"492,072",197,"4,005",602,"3,302",347,324,0,"1,309",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,7,"21,747",197,"443,126",197,"3,260",532,"2,645",239,345,0,569,Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,8,"17,238",197,"360,858",197,"2,558",305,"2,414",316,325,0,499,Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,9,"21,246",197,"455,016",197,"3,445",569,"2,464",539,631,0,688,Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,10,"42,724",197,"835,444",197,"4,236","1,256","2,038","1,031","1,986",0,"2,901",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,11,"50,688",197,"1,285,708",197,"4,529","1,320","7,936","4,265","3,980",0,"6,197",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,12,"45,965",197,"1,172,004",197,"4,727","1,434","6,521","4,903","3,280",0,"4,986",Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,"463,832","2,364","10,496,353","7,092","49,227","12,618","54,402","28,845","23,320",0,"37,020"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,1,"50,873",0,"152,883",0,0,0,4,0,0,0,7,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,2,"59,754",0,"183,702",0,0,0,46,0,0,0,139,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,3,"76,685",0,"248,032",0,0,0,100,0,0,0,649,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,4,"64,172",0,"216,227",0,0,0,25,0,0,0,963,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,5,"79,779",0,"243,656",0,0,0,0,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,6,"65,173",0,"199,840",0,0,0,0,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,7,"60,239",0,"185,038",0,0,0,0,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,8,"46,191",0,"142,892",0,0,0,0,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,9,"46,723",0,"144,490",0,0,0,0,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,10,"38,582",0,"120,860",0,0,0,33,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,11,"59,948",0,"184,643",0,0,0,20,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,12,"60,403",0,"182,912",0,0,0,10,0,0,0,61,Biscayne NP,BISC,National Park,Southeast ,FL,2019,"708,522",0,"2,205,175",0,0,0,238,0,0,0,"3,079"
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,1,"4,921",0,"8,886",0,0,0,3,0,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,2,"6,369",0,"17,066",0,0,0,11,0,2,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,3,"12,180",0,"26,934",0,0,0,64,20,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,4,"25,077",0,"59,350",0,0,0,140,394,68,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,5,"75,198",0,"409,684",0,0,0,"2,780","1,836",244,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,6,"75,289",0,"435,444",0,0,0,"3,550","2,502",576,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,7,"51,368",0,"342,640",0,0,0,"3,585","2,127",441,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,8,"80,046",0,"430,953",0,0,0,"3,526","2,004",267,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,9,"48,420",0,"267,642",0,0,0,"1,659","1,666",164,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,10,"25,828",0,"127,525",0,0,0,"2,037","1,397",93,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,11,"22,684",0,"54,417",0,0,0,427,269,6,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,12,"5,438",0,"13,962",0,0,0,14,58,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,"432,818",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,1,"36,860","21,259","115,682","21,259",23,0,86,103,0,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,2,"29,813","18,728","92,779","18,728",0,0,77,62,0,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,3,"75,853","28,013","292,648","28,013","1,824",0,473,415,0,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,4,"207,061","33,624","812,717","33,624","5,257",0,"1,188","1,522",14,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,5,"327,975","51,739","1,291,154","51,739","6,752",0,"3,110","2,782",150,0,7,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,6,"398,290","57,798","2,182,385","57,798","7,468",0,"5,109","3,681",577,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,7,"401,970","53,819","2,239,525","53,819","8,750",0,"5,664","3,435",156,0,42,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,8,"383,458","52,720","2,149,237","52,720","8,184",0,"5,652","3,450",186,0,111,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,9,"392,428","44,317","2,113,367","44,317","6,352",0,"4,662","4,245",184,0,90,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,10,"232,094","24,509","974,735","24,509","5,373",0,"2,959","2,926",97,0,247,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,11,"65,748","15,721","279,035","15,721","1,680",0,826,866,24,0,12,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,12,"43,354","13,919","162,419","13,919",903,0,274,166,6,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,"2,594,904","416,166","12,705,683","124,850","52,566",0,"30,080","23,653","1,394",0,509
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,1,"7,146",0,"32,962",0,0,0,36,79,115,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,2,"9,705",0,"54,836",0,0,0,122,168,432,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,3,"60,792",0,"463,726",0,0,0,770,580,"7,892",0,51,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,4,"89,861",0,"699,615",0,0,0,"1,254","1,226","11,896",0,150,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,5,"114,464",0,"835,383",0,0,0,"1,336","1,168","13,517",0,75,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,6,"92,295",0,"634,536",0,0,0,"1,574",834,"8,754",0,64,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,7,"64,672",0,"393,501",0,0,0,616,218,"4,840",0,29,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,8,"69,297",0,"417,164",0,0,0,448,232,"5,415",0,30,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,9,"97,817",0,"671,003",0,0,0,"1,257","1,201","9,614",0,47,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,10,"82,642",0,"646,098",0,0,0,"1,117","1,392","11,086",0,52,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,11,"31,582",0,"235,236",0,0,0,526,557,"3,674",0,10,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,12,"13,723",0,"68,689",0,0,0,79,130,460,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,"733,996",0,"5,152,749",0,0,0,"9,135","7,785","77,695",0,508
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,1,"11,893","2,284","10,874","2,284",0,0,90,39,0,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,2,"12,368","1,724","16,182","1,724",0,0,75,61,8,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,3,"73,416","2,758","139,285","2,758",0,0,"2,228","1,564",950,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
